,raw,label,raw_clean,raw_casefolding,raw_tokenizing,raw_filtering,raw_normalisasi,raw_stimming,Ready
1454,Tolong dong gimana caranya biar berhasil upgrade full servis yaAllah mau tarik uang mana besar nominal nya ga bisa nyesel banget ih pake link tolong bangettt,1,Tolong dong gimana caranya biar berhasil upgrade full servis yaAllah mau tarik uang mana besar nominal nya ga bisa nyesel banget ih pake link tolong bangettt,tolong dong gimana caranya biar berhasil upgrade full servis yaallah mau tarik uang mana besar nominal nya ga bisa nyesel banget ih pake link tolong bangettt,"['tolong', 'dong', 'gimana', 'caranya', 'biar', 'berhasil', 'upgrade', 'full', 'servis', 'yaallah', 'mau', 'tarik', 'uang', 'mana', 'besar', 'nominal', 'nya', 'ga', 'bisa', 'nyesel', 'banget', 'ih', 'pake', 'link', 'tolong', 'bangettt']","['tolong', 'gimana', 'berhasil', 'upgrade', 'full', 'servis', 'yaallah', 'tarik', 'uang', 'nominal', 'nyesel', 'banget', 'ih', 'pake', 'link', 'tolong', 'bangettt']","['tolong', 'bagaimana', 'berhasil', 'upgrade', 'full', 'servis', 'yaallah', 'tarik', 'uang', 'nominal', 'nyesel', 'banget', 'ih', 'pakai', 'link', 'tolong', 'bangettt']","['tolong', 'bagaimana', 'hasil', 'upgrade', 'full', 'servis', 'yaallah', 'tarik', 'uang', 'nominal', 'nyesel', 'banget', 'ih', 'pakai', 'link', 'tolong', 'bangettt']",tolong bagaimana hasil upgrade full servis yaallah tarik uang nominal nyesel banget ih pakai link tolong bangettt
1455,"Sangat kecewa karena pin, hanya salah dalam 3 kali harus riset yang mnrt saya ribet dan harus telfon cs yang no nya sering sibuk di hubungi",-1,Sangat kecewa karena pin hanya salah dalam kali harus riset yang mnrt saya ribet dan harus telfon cs yang no nya sering sibuk di hubungi,sangat kecewa karena pin hanya salah dalam kali harus riset yang mnrt saya ribet dan harus telfon cs yang no nya sering sibuk di hubungi,"['sangat', 'kecewa', 'karena', 'pin', 'hanya', 'salah', 'dalam', 'kali', 'harus', 'riset', 'yang', 'mnrt', 'saya', 'ribet', 'dan', 'harus', 'telfon', 'cs', 'yang', 'no', 'nya', 'sering', 'sibuk', 'di', 'hubungi']","['kecewa', 'pin', 'salah', 'kali', 'riset', 'mnrt', 'ribet', 'telfon', 'cs', 'no', 'sibuk', 'hubungi']","['kecewa', 'pin', 'salah', 'kali', 'riset', 'mnrt', 'ribet', 'telepon', 'cs', 'tidak', 'sibuk', 'hubungi']","['kecewa', 'pin', 'salah', 'kali', 'riset', 'mnrt', 'ribet', 'telepon', 'cs', 'tidak', 'sibuk', 'hubung']",kecewa pin salah kali riset mnrt ribet telepon cs tidak sibuk hubung
1456,"Aplikasi ini sangat sangat merugikan,, Saya transfer uang status diaplikasi sukses,,tapi uang nggx ada masuk ke rekening,, kembalikan uang saya..sangat tidak amanah..",-1,Aplikasi ini sangat sangat merugikan Saya transfer uang status diaplikasi suksestapi uang nggx ada masuk ke rekening kembalikan uang sayasangat tidak amanah,aplikasi ini sangat sangat merugikan saya transfer uang status diaplikasi suksestapi uang nggx ada masuk ke rekening kembalikan uang sayasangat tidak amanah,"['aplikasi', 'ini', 'sangat', 'sangat', 'merugikan', 'saya', 'transfer', 'uang', 'status', 'diaplikasi', 'suksestapi', 'uang', 'nggx', 'ada', 'masuk', 'ke', 'rekening', 'kembalikan', 'uang', 'sayasangat', 'tidak', 'amanah']","['aplikasi', 'merugikan', 'transfer', 'uang', 'status', 'diaplikasi', 'suksestapi', 'uang', 'nggx', 'masuk', 'rekening', 'kembalikan', 'uang', 'sayasangat', 'amanah']","['aplikasi', 'merugikan', 'transfer', 'uang', 'status', 'diaplikasi', 'suksestapi', 'uang', 'nggx', 'masuk', 'rekening', 'kembalikan', 'uang', 'sayasangat', 'amanah']","['aplikasi', 'rugi', 'transfer', 'uang', 'status', 'aplikasi', 'suksestapi', 'uang', 'nggx', 'masuk', 'rekening', 'kembali', 'uang', 'sayasangat', 'amanah']",aplikasi rugi transfer uang status aplikasi suksestapi uang nggx masuk rekening kembali uang sayasangat amanah
1457,Murah,1,Murah,murah,['murah'],['murah'],['murah'],['murah'],murah
1458,Apk nya bagus benerr,1,Apk nya bagus benerr,apk nya bagus benerr,"['apk', 'nya', 'bagus', 'benerr']","['apk', 'bagus', 'benerr']","['apk', 'bagus', 'benerr']","['apk', 'bagus', 'benerr']",apk bagus benerr
1459,Jangan download Aplikasi tidak benar naik kereta sekali masuk 7ribu keluar 7ribu jadi makin mahal najiis Biasa sekali naik cuma 6ribu pp 12 ribu pake Aplikasi ini malah jadi 14ribu pp,-1,Jangan download Aplikasi tidak benar naik kereta sekali masuk ribu keluar ribu jadi makin mahal najiis Biasa sekali naik cuma ribu pp ribu pake Aplikasi ini malah jadi ribu pp,jangan download aplikasi tidak benar naik kereta sekali masuk ribu keluar ribu jadi makin mahal najiis biasa sekali naik cuma ribu pp ribu pake aplikasi ini malah jadi ribu pp,"['jangan', 'download', 'aplikasi', 'tidak', 'benar', 'naik', 'kereta', 'sekali', 'masuk', 'ribu', 'keluar', 'ribu', 'jadi', 'makin', 'mahal', 'najiis', 'biasa', 'sekali', 'naik', 'cuma', 'ribu', 'pp', 'ribu', 'pake', 'aplikasi', 'ini', 'malah', 'jadi', 'ribu', 'pp']","['download', 'aplikasi', 'kereta', 'masuk', 'ribu', 'ribu', 'mahal', 'najiis', 'ribu', 'pp', 'ribu', 'pake', 'aplikasi', 'ribu', 'pp']","['download', 'aplikasi', 'kereta', 'masuk', 'ribu', 'ribu', 'mahal', 'najiis', 'ribu', 'pp', 'ribu', 'pakai', 'aplikasi', 'ribu', 'pp']","['download', 'aplikasi', 'kereta', 'masuk', 'ribu', 'ribu', 'mahal', 'najiis', 'ribu', 'pp', 'ribu', 'pakai', 'aplikasi', 'ribu', 'pp']",download aplikasi kereta masuk ribu ribu mahal najiis ribu pp ribu pakai aplikasi ribu pp
1460,Sangat bagus,1,Sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],['bagus'],bagus
1461,Pin salah salah terus,-1,Pin salah salah terus,pin salah salah terus,"['pin', 'salah', 'salah', 'terus']","['pin', 'salah', 'salah']","['pin', 'salah', 'salah']","['pin', 'salah', 'salah']",pin salah salah
1462,bos pengiriman pending tolong di bantu,-1,bos pengiriman pending tolong di bantu,bos pengiriman pending tolong di bantu,"['bos', 'pengiriman', 'pending', 'tolong', 'di', 'bantu']","['bos', 'pengiriman', 'pending', 'tolong', 'bantu']","['bos', 'pengiriman', 'pending', 'tolong', 'bantu']","['bos', 'kirim', 'pending', 'tolong', 'bantu']",bos kirim pending tolong bantu
1463,Kenapa sih beli pulsa kode SN nya gak ad.tolong kedepan nya jgn di persulit pengunan linkAja.,-1,Kenapa sih beli pulsa kode SN nya gak adtolong kedepan nya jgn di persulit pengunan linkAja,kenapa sih beli pulsa kode sn nya gak adtolong kedepan nya jgn di persulit pengunan linkaja,"['kenapa', 'sih', 'beli', 'pulsa', 'kode', 'sn', 'nya', 'gak', 'adtolong', 'kedepan', 'nya', 'jgn', 'di', 'persulit', 'pengunan', 'linkaja']","['beli', 'pulsa', 'kode', 'sn', 'adtolong', 'kedepan', 'persulit', 'pengunan', 'linkaja']","['beli', 'pulsa', 'kode', 'sn', 'adtolong', 'kedepan', 'persulit', 'pengunan', 'linkaja']","['beli', 'pulsa', 'kode', 'sn', 'adtolong', 'depan', 'sulit', 'pengunan', 'linkaja']",beli pulsa kode sn adtolong depan sulit pengunan linkaja
1464,Ribet,-1,Ribet,ribet,['ribet'],['ribet'],['ribet'],['ribet'],ribet
1465,"Parah, transaksi beli token listrik dan bayar listrik pascabayar status pending dari tgl 30 dan tgl 2. Mohon diperbaiki layanan nya. Id transaksi dan no hpnya sudah saya DM. Sementara bintang satu dulu.",-1,Parah transaksi beli token listrik dan bayar listrik pascabayar status pending dari tgl dan tgl Mohon diperbaiki layanan nya Id transaksi dan no hpnya sudah saya DM Sementara bintang satu dulu,parah transaksi beli token listrik dan bayar listrik pascabayar status pending dari tgl dan tgl mohon diperbaiki layanan nya id transaksi dan no hpnya sudah saya dm sementara bintang satu dulu,"['parah', 'transaksi', 'beli', 'token', 'listrik', 'dan', 'bayar', 'listrik', 'pascabayar', 'status', 'pending', 'dari', 'tgl', 'dan', 'tgl', 'mohon', 'diperbaiki', 'layanan', 'nya', 'id', 'transaksi', 'dan', 'no', 'hpnya', 'sudah', 'saya', 'dm', 'sementara', 'bintang', 'satu', 'dulu']","['parah', 'transaksi', 'beli', 'token', 'listrik', 'bayar', 'listrik', 'pascabayar', 'status', 'pending', 'tgl', 'tgl', 'mohon', 'diperbaiki', 'layanan', 'id', 'transaksi', 'no', 'hpnya', 'dm', 'bintang']","['parah', 'transaksi', 'beli', 'token', 'listrik', 'bayar', 'listrik', 'pascabayar', 'status', 'pending', 'tanggal', 'tanggal', 'mohon', 'diperbaiki', 'layanan', 'id', 'transaksi', 'tidak', 'hpnya', 'dm', 'bintang']","['parah', 'transaksi', 'beli', 'token', 'listrik', 'bayar', 'listrik', 'pascabayar', 'status', 'pending', 'tanggal', 'tanggal', 'mohon', 'baik', 'layan', 'id', 'transaksi', 'tidak', 'hpnya', 'dm', 'bintang']",parah transaksi beli token listrik bayar listrik pascabayar status pending tanggal tanggal mohon baik layan id transaksi tidak hpnya dm bintang
1466,Memudahkan semua transaksi digital saya. Terimakasih link aja,1,Memudahkan semua transaksi digital saya Terimakasih link aja,memudahkan semua transaksi digital saya terimakasih link aja,"['memudahkan', 'semua', 'transaksi', 'digital', 'saya', 'terimakasih', 'link', 'aja']","['memudahkan', 'transaksi', 'digital', 'terimakasih', 'link']","['memudahkan', 'transaksi', 'digital', 'terima kasih', 'link']","['mudah', 'transaksi', 'digital', 'terima kasih', 'link']",mudah transaksi digital terima kasih link
1467,"Sangat membantu,memudahkan berbagai macam transaksi Ã°ÂÂÂ",1,Sangat membantumemudahkan berbagai macam transaksi,sangat membantumemudahkan berbagai macam transaksi,"['sangat', 'membantumemudahkan', 'berbagai', 'macam', 'transaksi']","['membantumemudahkan', 'transaksi']","['membantumemudahkan', 'transaksi']","['membantumemudahkan', 'transaksi']",membantumemudahkan transaksi
1468,Suka,1,Suka,suka,['suka'],['suka'],['suka'],['suka'],suka
1469,Bad service ketika ada keluhan dan penipuan,-1,Bad service ketika ada keluhan dan penipuan,bad service ketika ada keluhan dan penipuan,"['bad', 'service', 'ketika', 'ada', 'keluhan', 'dan', 'penipuan']","['bad', 'service', 'keluhan', 'penipuan']","['bad', 'service', 'keluhan', 'penipuan']","['bad', 'service', 'keluh', 'tipu']",bad service keluh tipu
1470,"saya udh deposit masukin uang aplikasi gk guna aplikasi gk bisa di upgread , cs jg di hub gk menyelesaikan masalh beberapa kali di hub dri pagi siang malm cuma di suruh nunggu 1x24 jam , gak abis abis t 1 x24 jam trus aja di suruh nunggu gk ada solusi",-1,saya udh deposit masukin uang aplikasi gk guna aplikasi gk bisa di upgread cs jg di hub gk menyelesaikan masalh beberapa kali di hub dri pagi siang malm cuma di suruh nunggu  jam gak abis abis   jam trus aja di suruh nunggu gk ada solusi,saya udh deposit masukin uang aplikasi gk guna aplikasi gk bisa di upgread cs jg di hub gk menyelesaikan masalh beberapa kali di hub dri pagi siang malm cuma di suruh nunggu  jam gak abis abis   jam trus aja di suruh nunggu gk ada solusi,"['saya', 'udh', 'deposit', 'masukin', 'uang', 'aplikasi', 'gk', 'guna', 'aplikasi', 'gk', 'bisa', 'di', 'upgread', 'cs', 'jg', 'di', 'hub', 'gk', 'menyelesaikan', 'masalh', 'beberapa', 'kali', 'di', 'hub', 'dri', 'pagi', 'siang', 'malm', 'cuma', 'di', 'suruh', 'nunggu', 'jam', 'gak', 'abis', 'abis', 'jam', 'trus', 'aja', 'di', 'suruh', 'nunggu', 'gk', 'ada', 'solusi']","['udh', 'deposit', 'masukin', 'uang', 'aplikasi', 'gk', 'aplikasi', 'gk', 'upgread', 'cs', 'jg', 'hub', 'gk', 'menyelesaikan', 'masalh', 'kali', 'hub', 'dri', 'pagi', 'siang', 'malm', 'suruh', 'nunggu', 'jam', 'abis', 'abis', 'jam', 'trus', 'suruh', 'nunggu', 'gk', 'solusi']","['sudah', 'deposit', 'masukin', 'uang', 'aplikasi', 'tidak', 'aplikasi', 'tidak', 'upgread', 'cs', 'jg', 'hub', 'tidak', 'menyelesaikan', 'masalh', 'kali', 'hub', 'dari   ', 'pagi', 'siang', 'malm', 'suruh', 'nunggu', 'jam', 'abis', 'abis', 'jam', 'terus', 'suruh', 'nunggu', 'tidak', 'solusi']","['sudah', 'deposit', 'masukin', 'uang', 'aplikasi', 'tidak', 'aplikasi', 'tidak', 'upgread', 'cs', 'jg', 'hub', 'tidak', 'selesai', 'masalh', 'kali', 'hub', 'dari', 'pagi', 'siang', 'malm', 'suruh', 'nunggu', 'jam', 'abis', 'abis', 'jam', 'terus', 'suruh', 'nunggu', 'tidak', 'solusi']",sudah deposit masukin uang aplikasi tidak aplikasi tidak upgread cs jg hub tidak selesai masalh kali hub dari pagi siang malm suruh nunggu jam abis abis jam terus suruh nunggu tidak solusi
1471,Cepat akurat aman murah,1,Cepat akurat aman murah,cepat akurat aman murah,"['cepat', 'akurat', 'aman', 'murah']","['cepat', 'akurat', 'aman', 'murah']","['cepat', 'akurat', 'aman', 'murah']","['cepat', 'akurat', 'aman', 'murah']",cepat akurat aman murah
1472,Aplikasi ini bagus sekali,1,Aplikasi ini bagus sekali,aplikasi ini bagus sekali,"['aplikasi', 'ini', 'bagus', 'sekali']","['aplikasi', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
1473,Keren,1,Keren,keren,['keren'],['keren'],['keren'],['keren'],keren
1474,Ini juga ... Sdh jls pin sesuai n benar n sama dg yg d dpt d SMS. Kok bilang salah... Smpi berulang2. Klo ad yg ruwet knp pkai yg lbh ruwet. Kakean aturan. Aplikasi klo blm siap jgn buat,-1,Ini juga Sdh jls pin sesuai  benar  sama dg yg  dpt  SMS Kok bilang salah Smpi berulang Klo ad yg ruwet knp pkai yg lbh ruwet Kakean aturan Aplikasi klo blm siap jgn buat,ini juga sdh jls pin sesuai  benar  sama dg yg  dpt  sms kok bilang salah smpi berulang klo ad yg ruwet knp pkai yg lbh ruwet kakean aturan aplikasi klo blm siap jgn buat,"['ini', 'juga', 'sdh', 'jls', 'pin', 'sesuai', 'benar', 'sama', 'dg', 'yg', 'dpt', 'sms', 'kok', 'bilang', 'salah', 'smpi', 'berulang', 'klo', 'ad', 'yg', 'ruwet', 'knp', 'pkai', 'yg', 'lbh', 'ruwet', 'kakean', 'aturan', 'aplikasi', 'klo', 'blm', 'siap', 'jgn', 'buat']","['jls', 'pin', 'sesuai', 'dpt', 'sms', 'salah', 'smpi', 'berulang', 'ad', 'ruwet', 'knp', 'pkai', 'lbh', 'ruwet', 'kakean', 'aturan', 'aplikasi', 'blm']","['jls', 'pin', 'sesuai', 'dapat', 'sms', 'salah', 'smpi', 'berulang', 'ada', 'ruwet', 'kenapa', 'pkai', 'lebih', 'ruwet', 'kakean', 'aturan', 'aplikasi', 'belum']","['jls', 'pin', 'sesuai', 'dapat', 'sms', 'salah', 'smpi', 'ulang', 'ada', 'ruwet', 'kenapa', 'pkai', 'lebih', 'ruwet', 'kakean', 'atur', 'aplikasi', 'belum']",jls pin sesuai dapat sms salah smpi ulang ada ruwet kenapa pkai lebih ruwet kakean atur aplikasi belum
1475,Keren,1,Keren,keren,['keren'],['keren'],['keren'],['keren'],keren
1476,Bayar token PLN pake link aja.. tapi udh 3 hari pending.. gmna cara batalin nya.. gmna cara balikin dana nya? Biasanya lancar lancar aja Terimakasih linkaja.. proses pengaduan sangat cepat di tangani.. semoga ke depannya lebih baik.. Ã°ÂÂ¥Â°Ã°ÂÂ¥Â°,1,Bayar token PLN pake link aja tapi udh hari pending gmna cara batalin nya gmna cara balikin dana nya Biasanya lancar lancar aja Terimakasih linkaja proses pengaduan sangat cepat di tangani semoga ke depannya lebih baik,bayar token pln pake link aja tapi udh hari pending gmna cara batalin nya gmna cara balikin dana nya biasanya lancar lancar aja terimakasih linkaja proses pengaduan sangat cepat di tangani semoga ke depannya lebih baik,"['bayar', 'token', 'pln', 'pake', 'link', 'aja', 'tapi', 'udh', 'hari', 'pending', 'gmna', 'cara', 'batalin', 'nya', 'gmna', 'cara', 'balikin', 'dana', 'nya', 'biasanya', 'lancar', 'lancar', 'aja', 'terimakasih', 'linkaja', 'proses', 'pengaduan', 'sangat', 'cepat', 'di', 'tangani', 'semoga', 'ke', 'depannya', 'lebih', 'baik']","['bayar', 'token', 'pln', 'pake', 'link', 'udh', 'pending', 'gmna', 'batalin', 'gmna', 'balikin', 'dana', 'lancar', 'lancar', 'terimakasih', 'linkaja', 'proses', 'pengaduan', 'cepat', 'tangani', 'semoga', 'depannya']","['bayar', 'token', 'pln', 'pakai', 'link', 'sudah', 'pending', 'gmna', 'batalin', 'gmna', 'balikin', 'dana', 'lancar', 'lancar', 'terima kasih', 'linkaja', 'proses', 'pengaduan', 'cepat', 'tangani', 'semoga', 'depannya']","['bayar', 'token', 'pln', 'pakai', 'link', 'sudah', 'pending', 'gmna', 'batalin', 'gmna', 'balikin', 'dana', 'lancar', 'lancar', 'terima kasih', 'linkaja', 'proses', 'adu', 'cepat', 'tangan', 'moga', 'depan']",bayar token pln pakai link sudah pending gmna batalin gmna balikin dana lancar lancar terima kasih linkaja proses adu cepat tangan moga depan
1477,Lemot banget kalo isi pulsanyaaa..,-1,Lemot banget kalo isi pulsanyaaa,lemot banget kalo isi pulsanyaaa,"['lemot', 'banget', 'kalo', 'isi', 'pulsanyaaa']","['lemot', 'banget', 'isi', 'pulsanyaaa']","['lemot', 'banget', 'isi', 'pulsanyaaa']","['lot', 'banget', 'isi', 'pulsanyaaa']",lot banget isi pulsanyaaa
1478,"Aku transaksi tarik tunai, di mesin atm transaksi gagal, di aplikasi ini sukses, dan berkurang dong saldonya, dah 5 hari ini sejak kontak csnya tapi gak ada konfirmasi apa2 lagi.",-1,Aku transaksi tarik tunai di mesin atm transaksi gagal di aplikasi ini sukses dan berkurang dong saldonya dah hari ini sejak kontak csnya tapi gak ada konfirmasi apa lagi,aku transaksi tarik tunai di mesin atm transaksi gagal di aplikasi ini sukses dan berkurang dong saldonya dah hari ini sejak kontak csnya tapi gak ada konfirmasi apa lagi,"['aku', 'transaksi', 'tarik', 'tunai', 'di', 'mesin', 'atm', 'transaksi', 'gagal', 'di', 'aplikasi', 'ini', 'sukses', 'dan', 'berkurang', 'dong', 'saldonya', 'dah', 'hari', 'ini', 'sejak', 'kontak', 'csnya', 'tapi', 'gak', 'ada', 'konfirmasi', 'apa', 'lagi']","['transaksi', 'tarik', 'tunai', 'mesin', 'atm', 'transaksi', 'gagal', 'aplikasi', 'sukses', 'berkurang', 'saldonya', 'dah', 'kontak', 'csnya', 'konfirmasi']","['transaksi', 'tarik', 'tunai', 'mesin', 'atm', 'transaksi', 'gagal', 'aplikasi', 'sukses', 'berkurang', 'saldonya', 'dah', 'kontak', 'csnya', 'konfirmasi']","['transaksi', 'tarik', 'tunai', 'mesin', 'atm', 'transaksi', 'gagal', 'aplikasi', 'sukses', 'kurang', 'saldo', 'dah', 'kontak', 'csnya', 'konfirmasi']",transaksi tarik tunai mesin atm transaksi gagal aplikasi sukses kurang saldo dah kontak csnya konfirmasi
1479,Wah anj gue beli voucher Free fire gue mau tukar gak bisa sumpah anj banget lu kembalikan saldo gue anj Pokok nya gak mau tahu kebalikan saldo gue anj babi Lu gak kembalikan gue lapor lu,-1,Wah anj gue beli voucher Free fire gue mau tukar gak bisa sumpah anj banget lu kembalikan saldo gue anj Pokok nya gak mau tahu kebalikan saldo gue anj babi Lu gak kembalikan gue lapor lu,wah anj gue beli voucher free fire gue mau tukar gak bisa sumpah anj banget lu kembalikan saldo gue anj pokok nya gak mau tahu kebalikan saldo gue anj babi lu gak kembalikan gue lapor lu,"['wah', 'anj', 'gue', 'beli', 'voucher', 'free', 'fire', 'gue', 'mau', 'tukar', 'gak', 'bisa', 'sumpah', 'anj', 'banget', 'lu', 'kembalikan', 'saldo', 'gue', 'anj', 'pokok', 'nya', 'gak', 'mau', 'tahu', 'kebalikan', 'saldo', 'gue', 'anj', 'babi', 'lu', 'gak', 'kembalikan', 'gue', 'lapor', 'lu']","['anj', 'gue', 'beli', 'voucher', 'free', 'fire', 'gue', 'tukar', 'sumpah', 'anj', 'banget', 'lu', 'kembalikan', 'saldo', 'gue', 'anj', 'pokok', 'kebalikan', 'saldo', 'gue', 'anj', 'babi', 'lu', 'kembalikan', 'gue', 'lapor', 'lu']","['anj', 'saya', 'beli', 'voucher', 'free', 'fire', 'saya', 'tukar', 'sumpah', 'anj', 'banget', 'lu', 'kembalikan', 'saldo', 'saya', 'anj', 'pokok', 'kebalikan', 'saldo', 'saya', 'anj', 'babi', 'lu', 'kembalikan', 'saya', 'lapor', 'lu']","['anj', 'saya', 'beli', 'voucher', 'free', 'fire', 'saya', 'tukar', 'sumpah', 'anj', 'banget', 'lu', 'kembali', 'saldo', 'saya', 'anj', 'pokok', 'balik', 'saldo', 'saya', 'anj', 'babi', 'lu', 'kembali', 'saya', 'lapor', 'lu']",anj saya beli voucher free fire saya tukar sumpah anj banget lu kembali saldo saya anj pokok balik saldo saya anj babi lu kembali saya lapor lu
1480,Aplikasi tolol ga guna,-1,Aplikasi tolol ga guna,aplikasi tolol ga guna,"['aplikasi', 'tolol', 'ga', 'guna']","['aplikasi', 'tolol']","['aplikasi', 'tolol']","['aplikasi', 'tolol']",aplikasi tolol
1481,Kalau ga perlu perlu banget sebaiknya jangan gunakan saya sampai kehilangan pekerjaan gara 2 transaksi gagal di linkaja karena dianggap fraud,-1,Kalau ga perlu perlu banget sebaiknya jangan gunakan saya sampai kehilangan pekerjaan gara transaksi gagal di linkaja karena dianggap fraud,kalau ga perlu perlu banget sebaiknya jangan gunakan saya sampai kehilangan pekerjaan gara transaksi gagal di linkaja karena dianggap fraud,"['kalau', 'ga', 'perlu', 'perlu', 'banget', 'sebaiknya', 'jangan', 'gunakan', 'saya', 'sampai', 'kehilangan', 'pekerjaan', 'gara', 'transaksi', 'gagal', 'di', 'linkaja', 'karena', 'dianggap', 'fraud']","['banget', 'kehilangan', 'pekerjaan', 'gara', 'transaksi', 'gagal', 'linkaja', 'dianggap', 'fraud']","['banget', 'kehilangan', 'pekerjaan', 'gara', 'transaksi', 'gagal', 'linkaja', 'dianggap', 'fraud']","['banget', 'hilang', 'kerja', 'gara', 'transaksi', 'gagal', 'linkaja', 'anggap', 'fraud']",banget hilang kerja gara transaksi gagal linkaja anggap fraud
